0,0,0,1,0,0,0,0,0,-1.48587570621469,-1.05263157894737,-0.651260504201681,0.097934162937535,0
0,0,0,1,0,0,0,0,0,-1.65536723163842,-1.57894736842105,-0.651260504201681,-0.188340587261693,0
0,0,0,0,0,0,0,0,0,-1.34463276836158,-1.57894736842105,-1.3655462184874,-0.550628333231165,0
0,0,0,0,0,0,0,0,0,-1.79661016949153,-2.10526315789474,-1.28151260504202,-0.514460859437259,0
0,0,0,1,0,0,0,0,0,0.011299435028249,-1.05263157894737,-0.735294117647059,-0.476454361552136,0
0,0,0,1,0,0,0,0,0,-1.34463276836158,-1.57894736842105,-0.735294117647059,-0.458677128670386,0
0,0,0,0,0,0,0,0,0,1.02824858757062,-0.526315789473684,-1.07142857142857,-0.51813890761969,0
1,1,0,0,0,0,0,0,0,-1.31638418079096,-1.57894736842105,-1.32352941176471,0.742205602893398,0
0,0,0,0,0,0,0,0,0,-1.79661016949153,-2.10526315789474,-1.28151260504202,-0.526108012014957,0
0,1,0,0,0,0,0,0,0,-1.79661016949153,-2.10526315789474,0.315126050420168,-0.512621835346043,0
0,1,0,1,0,0,0,0,0,-1.79661016949153,-2.10526315789474,-0.861344537815126,-0.527947036106173,0
1,0,0,0,0,0,0,0,0,-1.09039548022599,0,-0.315126050420168,3.07163611843315,0
1,0,0,0,0,0,0,0,0,-0.92090395480226,0,-0.315126050420168,2.91102801446699,0
1,1,0,0,0,0,0,0,0,-0.610169491525424,1.05263157894737,-0.189075630252101,3.79130754612885,0
0,0,0,0,0,0,0,0,0,-0.553672316384181,1.05263157894737,-1.44957983193277,-0.550628333231165,0
1,0,0,0,0,0,0,0,0,-0.779661016949152,0,-0.273109243697479,3.10228651995341,0
0,0,0,1,0,0,0,0,0,-1.79661016949153,-2.10526315789474,-0.861344537815126,-0.535916140501441,0
0,1,0,1,0,0,0,0,0,-0.666666666666667,-1.05263157894737,-0.819327731092437,-0.522429963832526,0
0,0,0,0,0,0,0,0,0,0.096045197740113,0.526315789473684,-1.44957983193277,-0.550628333231165,0
0,0,0,0,0,0,0,0,0,-0.581920903954802,-0.526315789473684,-1.44957983193277,-0.550628333231165,0
0,1,0,0,0,0,0,0,0,-0.440677966101695,1.05263157894737,-1.40756302521008,6.03859498559431,0
0,0,0,0,0,0,0,0,0,-0.949152542372881,0,-1.40756302521008,6.27521608533072,0
0,0,0,1,0,0,0,0,0,-0.468926553672316,-1.05263157894737,-0.609243697478992,-0.478293385643352,0
0,0,0,1,0,0,0,0,0,-1.25988700564972,-1.57894736842105,-0.651260504201681,-0.516912891558879,0
0,0,0,0,0,0,0,0,0,-0.129943502824859,-1.05263157894737,-1.44957983193277,-0.550628333231165,0
0,0,0,0,0,0,0,0,0,1.25423728813559,-1.05263157894737,-1.44957983193277,-0.550628333231165,0
0,0,0,0,0,0,0,0,0,0.124293785310735,-1.57894736842105,-1.40756302521008,-0.550628333231165,0
0,0,0,0,0,0,0,0,0,0.124293785310735,-1.57894736842105,-1.40756302521008,-0.550628333231165,0
